timestamp,slotA-Channel1
29969,137490
29975,137589
29981,137694
29986,137768
29992,137849
29997,137912
30007,138036
30008,138091
30014,138200
30020,138263
30025,138370
30031,138405
30036,138513
30042,138637
30047,138532
30053,138660
30059,138647
30064,138581
30070,138490
30075,138253
30081,138055
30086,137716
30092,137233
30098,136800
30107,136174
30109,135588
30114,134991
30120,134360
30125,133672
30131,132907
30137,132253
30142,131704
30148,131216
30153,130721
30159,130562
30164,130338
30170,130147
30176,129927
30181,129782
30187,129717
30192,129549
30198,129548
30207,129471
30209,129412
30215,129470
30220,129434
30226,129552
30231,129588
30237,129632
30243,129748
30248,129957
30254,129982
30259,130195
30265,130310
30270,130433
30276,130683
30281,130846
30287,130977
30293,131117
30298,131267
30307,131347
30309,131497
30315,131606
30320,131752
30326,131895
30332,131951
30337,132121
30343,132184
30348,132238
30354,132311
30360,132354
30365,132367
30371,132374
30376,132317
30382,132303
30387,132260
30393,132177
30398,132084
30406,132029
30410,131884
30415,131757
30421,131640
30426,131541
30432,131402
30438,131348
30443,131270
30449,131214
30454,131070
30460,131045
30465,130952
30471,130877
30477,130898
30482,130864
30488,130896
30493,130889
30499,130873
30507,130952
30510,130977
30516,131049
30521,131105
30527,131188
30532,131241
30538,131362
30544,131382
30549,131609
30555,131628
30560,131699
30566,131786
30571,131878
30577,131914
30582,131970
30588,131992
30594,132167
30599,132210
30607,132372
30610,132421
30616,132528
30622,132614
30627,132601
30633,132898
30638,133145
30644,133214
30649,133347
30655,133513
30661,133628
30666,133835
30672,134007
30677,134109
30683,134266
30688,134376
30694,134567
30700,134711
30707,134858
30711,134966
30716,135126
30722,135111
30727,135289
30733,135387
30739,135498
30744,135461
30750,135511
30755,135382
30761,135212
30766,135037
30772,134724
30778,134384
30783,133901
30789,133272
30794,132594
30800,131939
30807,131276
30811,130684
30817,130164
30822,129581
30828,128948
30833,128354
30839,127748
30845,127243
30850,126740
30856,126283
30861,125938
30867,125663
30872,125396
30878,125176
30883,124962
30889,124831
30895,124704
30900,124596
30907,124547
30911,124467
30917,124440
30923,124514
30928,124421
30934,124514
30939,124531
30945,124656
30950,124689
30956,124884
30961,124976
30967,125092
30973,125198
30978,125317
30984,125477
30989,125642
30995,125684
31001,125746
31007,125830
31012,125899
31017,125978
31023,126091
31028,126064
31034,126109
31040,126108
31045,126062
31051,126190
31056,126108
31062,125988
31067,125960
31073,125919
31079,125800
31084,125760
31090,125693
31095,125597
31101,125516
31107,125448
31112,125432
31118,125421
31123,125365
31129,125361
31134,125337
31140,125357
31145,125325
31151,125354
31157,125398
31162,125407
31168,125410
31173,125482
31179,125552
31185,125575
31190,125642
31196,125683
31201,125849
31207,125832
31212,125878
31218,126042
31224,126032
31229,126117
31235,126183
31240,126237
31246,126209
31251,126356
31257,126392
31262,126542
31268,126586
31274,126339
31279,126181
31285,126266
31290,126537
31296,127011
31307,127094
31307,127250
31313,127326
31318,127358
31324,127466
31329,127556
31335,127610
31341,127688
31346,127707
31352,127763
31357,127813
31363,127862
31368,127907
31374,127910
31380,127958
31385,127975
31391,128065
31396,128101
31406,128143
31408,128236
31413,128250
31419,128308
31424,128420
31430,128429
31435,128559
31441,128651
31446,128664
31452,128754
31458,128756
31463,128674
31469,128575
31474,128390
31480,128135
31486,127744
31491,127223
31497,126598
31507,125951
31508,125254
31513,124591
31519,123878
31525,123026
31530,122301
31536,121450
31541,120656
31547,119793
31552,118958
31558,118280
31564,117549
31569,116927
31575,116490
31580,116025
31586,115676
31591,115448
31597,115099
31607,114939
31608,114802
31614,114684
31619,114598
31625,114538
31630,114453
31636,114396
31642,114390
31647,114426
31653,114347
31658,114431
31664,114436
31670,114396
31675,114546
31681,114526
31686,114627
31692,114729
31697,114779
31707,114857
31708,114947
31714,114963
31720,115068
31725,115093
31731,115150
31736,115233
31742,115232
31747,115319
31753,115313
31759,115347
31764,115363
31770,115300
31775,115343
31781,115399
31787,115332
31792,115317
31798,115270
31807,115279
31809,115220
31814,115161
31820,115058
31825,115072
31831,115059
31837,115057
31842,115009
31848,115069
31853,115038
31859,115117
31865,115133
31870,115227
31876,115222
31881,115319
31887,115335
31892,115387
31898,115517
31907,115463
31909,115604
31915,115623
31920,115709
31926,115786
31931,115941
31937,116042
31942,116158
31948,116273
31954,116372
31959,116537
31965,116627
31970,116788
31976,116993
31982,117017
31987,117240
31993,117330
31998,117495
32007,117616
32009,117747
32015,117842
32021,118015
32026,118143
32032,118333
32037,118452
32043,118594
32048,118725
32054,118817
32060,118947
32065,119041
32071,119163
32076,119339
32082,119424
32087,119540
32093,119668
32099,119769
32106,119911
32110,119974
32115,120030
32121,120226
32126,120344
32132,120436
32138,120547
32143,120676
32149,120743
32154,120883
32160,120950
32166,121098
32171,121151
32177,121278
32182,121411
32188,121501
32193,121641
32199,121692
32207,121778
32210,121834
32216,121760
32221,121754
32227,121600
32232,121403
32238,121085
32244,120670
32249,120068
32255,119534
32260,118844
32266,118271
32271,117637
32277,116984
32282,116463
32288,115922
32294,115438
32299,114923
32307,114439
32310,114012
32316,113604
32322,113272
32327,112925
32333,112615
32338,112353
32344,112061
32349,111949
32355,111769
32361,111691
32366,111616
32372,111606
32377,111567
32383,111569
32388,111634
32394,111655
32400,111711
32407,111744
32411,111742
32416,111923
32422,111970
32427,112033
32433,112184
32439,112229
32444,112347
32450,112458
32455,112507
32461,112701
32466,112668
32472,112840
32478,112907
32483,113041
32489,113092
32494,113121
32500,113122
32507,113255
32511,113237
32517,113256
32522,113259
32528,113329
32533,113202
32539,113220
32545,113164
32550,113150
32556,113123
32561,113100
32567,113045
32572,113027
32578,112965
32583,112984
32589,112957
32595,112927
32600,112987
32607,112961
32611,112997
32617,112970
32622,112985
32628,113056
32634,112946
32639,112992
32645,112983
32650,112946
32656,112931
32662,112903
32667,112945
32673,112913
32678,112822
32684,112868
32689,112902
32695,112806
32701,112869
32707,112872
32712,112877
32717,112904
32723,112782
32729,112872
32734,112897
32740,112918
32745,112909
32751,112931
32756,112922
32762,112894
32767,113019
32773,113018
32779,113022
32784,113038
32790,113093
32795,113112
32801,113173
32807,113139
32812,113201
32818,113201
32823,113191
32829,113183
32834,113237
32840,113282
32846,113289
32851,113339
32857,113340
32862,113348
32868,113320
32873,113347
32879,113490
32885,113500
32890,113513
32896,113561
32907,113666
32907,113651
32912,113761
32918,113903
32924,114028
32929,114003
32935,114098
32940,114198
32946,114236
32951,114310
32957,114382
32963,114348
32968,114111
32974,114237
32979,114198
32985,114012
32991,113665
32996,113416
33007,112920
33007,112406
33013,111843
33018,111055
33024,110227
33030,109240
33035,108139
33041,107042
33046,106007
33052,105043
33057,104104
33063,103234
33068,102467
33074,101728
33080,100999
33085,100435
33091,99825
33096,99343
33106,98825
33107,98395
33113,97938
33119,97542
33124,97106
33130,96887
33135,96546
33141,96258
33146,95946
33152,95679
33158,95470
33163,95237
33169,94892
33175,94861
33180,94576
33186,94394
33191,94311
33197,94173
33207,93951
33208,94014
33213,93928
33219,93866
33225,93788
33230,93628
33236,93642
33241,93610
33247,93578
33252,93427
33258,93376
33264,93355
33269,93304
33275,93303
33280,93193
33286,93225
33291,93168
33297,93146
33307,93105
33308,93104
33314,93002
33319,92997
33325,92904
33330,92917
33336,92888
33342,92825
33347,92816
33353,92772
33358,92743
33364,92722
33370,92627
33375,92671
33381,92622
33386,92627
33392,92535
33397,92533
33407,92531
33409,92543
33414,92496
33420,92489
33425,92467
33431,92433
33436,92419
33442,92519
33447,92583
33453,92600
33459,92628
33464,92694
33470,92832
33475,92850
33481,92929
33487,93076
33492,93046
33498,93126
33507,93253
33509,93169
33514,93322
33520,93296
33526,93302
33531,93380
33537,93423
33542,93431
33548,93631
33553,93634
33559,93681
33565,93689
33570,93869
33576,93889
33581,94058
33587,94040
33592,94215
33598,94226
33607,94333
33609,94325
33615,94439
33620,94518
33626,94514
33631,94783
33637,94858
33643,94948
33648,95103
33654,95195
33659,95305
33665,95475
33670,95600
33676,95692
33682,95796
33687,95910
33693,96149
33698,96232
33707,96386
33709,96547
33715,96616
33721,96646
33726,96594
33732,96544
33737,96379
33743,96142
33749,95851
33754,95511
33760,95125
33765,94693
33771,94171
33776,93660
33782,92982
33787,92327
33793,91726
33799,91157
33807,90667
33810,90277
33815,89933
33821,89667
33826,89282
33832,89035
33838,88796
33843,88697
33849,88501
33854,88442
33860,88386
33866,88308
33871,88280
33877,88316
33882,88263
33888,88381
33893,88408
33899,88495
33907,88575
33910,88692
33916,88841
33921,88916
33927,89097
33932,89266
33938,89375
33944,89546
33949,89627
33955,89836
33960,89989
33966,90138
33971,90263
33977,90484
33983,90569
33988,90714
33994,90801
33999,90932
34007,91189
34010,91196
34016,91257
34022,91479
34027,91452
34033,91525
34038,91563
34044,91601
34050,91641
34055,91735
34061,91735
34066,91768
34072,91794
34077,91881
34083,91911
34089,92006
34094,92058
34100,92090
34107,92164
34111,92251
34116,92243
34122,92420
34128,92466
34133,92591
34139,92713
34144,92770
34150,92930
34155,93018
34161,93136
34167,93311
34172,93473
34178,93569
34183,93770
34189,93875
34195,93961
34200,94116
34206,94289
34211,94495
34217,94589
34222,94727
34228,94964
34234,95112
34239,95313
34245,95436
34250,95616
34256,95832
34261,95975
34267,96130
34272,96308
34278,96469
34284,96648
34289,96782
34295,96905
34300,97144
34307,97215
34312,97394
34317,97614
34323,97655
34328,97977
34334,98155
34339,98214
34345,98485
34351,98561
34356,98695
34362,98975
34367,99087
34373,99233
34378,99429
34384,99700
34390,99804
34395,99897
34401,100033
34407,100225
34412,100411
34417,100542
34423,100696
34429,100856
34434,100952
34440,101051
34445,101143
34451,101121
34456,101089
34462,100962
34468,100937
34473,100699
34479,100475
34484,100149
34490,99697
34496,99298
34501,98849
34507,98426
34512,98104
34518,97780
34523,97507
34529,97213
34534,96994
34540,96741
34546,96612
34551,96403
34557,96302
34562,96184
34568,96169
34574,96161
34579,96149
34585,96173
34590,96186
34596,96247
34607,96279
34607,96389
34613,96503
34618,96611
34624,96753
34629,96858
34635,96979
34640,97110
34646,97309
34651,97486
34657,97610
34663,97840
34668,97960
34674,98043
34679,98264
34685,98364
34691,98638
34696,98819
34706,98939
34707,99161
34713,99248
34718,99399
34724,99632
34730,99638
34735,99783
34741,99926
34746,99889
34752,100023
34758,100153
34763,100329
34769,100237
34774,100323
34780,100357
34785,100460
34791,100499
34796,100603
34807,100667
34808,100681
34813,100728
34819,100879
34824,100867
34830,101022
34835,101092
34841,101131
34847,101252
34852,101366
34858,101464
34863,101555
34869,101687
34875,101773
34880,101845
34886,101959
34891,102142
34897,102208
34907,102400
34908,102478
34914,102592
34919,102770
34925,102926
34930,103054
34936,103306
34941,103427
34947,103654
34953,103787
34958,103981
34964,104179
34969,104325
34975,104483
34980,104645
34986,104727
34991,104935
34997,105085
35007,105222
35008,105382
35014,105556
35019,105514
35025,105782
35030,105953
35036,106065
35042,106203
35047,106268
35053,106350
35058,106565
35064,106721
35070,106762
35075,106936
35081,107004
35086,107148
35092,107308
35097,107438
35107,107565
35109,107665
35114,107783
35120,107986
35125,108091
35131,108229
35136,108355
35142,108489
35148,108571
35153,108730
35159,108815
35164,109060
35170,109020
35175,109105
35181,109165
35187,109159
35192,109076
35198,109046
35206,108827
35209,108664
35214,108367
35220,108189
35226,107738
35231,107337
35237,106837
35242,106335
35248,105920
35254,105436
35259,105077
35265,104806
35270,104602
35276,104359
35281,104283
35287,104032
35292,103938
35298,103879
35307,103864
35309,103855
35315,103865
35320,103831
35326,104016
35332,103968
35337,104097
35343,104258
35348,104318
35354,104385
35359,104541
35365,104654
35370,104850
35376,104923
35382,105109
35387,105208
35393,105438
35398,105513
35406,105745
35410,105921
35415,106158
35421,106233
35426,106504
35432,106634
35437,106811
35443,106997
35449,107099
35454,107299
35460,107437
35465,107559
35471,107666
35476,107850
35482,107901
35488,108029
35493,108122
35499,108219
35507,108307
35510,108361
35516,108466
35521,108519
35527,108565
35532,108668
35538,108737
35543,108825
35549,108906
35554,108995
35560,109098
35566,109159
35571,109290
35577,109391
35582,109482
35588,109567
35594,109654
35599,109808
35606,109914
35610,110078
35616,110142
35621,110314
35627,110380
35633,110495
35638,110754
35644,110769
35649,110864
35655,111047
35660,111141
35666,111297
35672,111418
35677,111478
35683,111708
35688,111738
35694,111891
35699,112086
35707,112158
35711,112258
35716,112359
35722,112550
35727,112643
35733,112734
35738,113129
35744,112929
35750,113029
35755,113132
35761,113237
35766,113319
35772,113416
35778,113514
35783,113656
35789,113731
35794,113745
35800,113899
35806,114011
35811,114152
35816,114217
35822,114300
35828,114483
35833,114513
35839,114607
35844,114658
35850,114758
35856,114857
35861,114951
35867,114965
35872,115101
35878,115134
35883,115350
35889,115296
35894,115406
35900,115404
35907,115471
35911,115437
35917,115355
35922,115315
35928,115094
35934,115002
35939,114875
35945,114589
35950,114287
35956,113999
35961,113563
35967,113141
35973,112593
35978,112134
35984,111725
35989,111272
35995,110984
36000,110724
36007,110442
36012,110307
36017,110201
36023,110058
36028,109886
36034,109867
36040,109844
36045,109811
36051,109830
36056,109910
36062,109992
36067,110049
36073,110148
36078,110209
36084,110382
36090,110472
36095,110629
36101,110428
36107,110876
36112,111024
36117,111136
36123,111288
36129,111435
36134,111636
36140,111724
36145,111910
36151,112102
36157,112215
36162,112325
36168,112457
36173,112571
36179,112703
36184,112782
36190,112911
36195,112993
36201,113033
36207,113118
36212,113205
36218,113199
36223,113323
36229,113360
36235,113417
36240,113398
36246,113451
36251,113515
36257,113878
36262,113592
36268,113623
36274,113644
36279,113765
36285,113714
36290,113887
36296,113938
36307,113730
36307,114094
36313,114187
36318,114225
36324,114387
36329,114458
36335,114551
36340,114654
36346,114738
36352,114850
36357,114982
36363,115084
36368,115153
36374,115239
36379,115362
36385,115547
36391,115619
36396,115754
36407,115786
36407,115914
36413,116048
36419,116186
36424,116221
36430,116354
36435,116406
36441,116555
36446,116647
36452,116720
36457,116855
36463,116900
36469,116959
36474,117167
36480,117155
36485,117262
36491,117374
36497,117538
36506,117359
36508,117664
36513,117697
36519,117827
36524,117814
36530,117991
36536,118009
36541,118094
36547,118131
36552,118256
36558,118306
36563,118439
36569,118532
36574,118659
36580,118694
36586,118781
36591,118838
36597,118913
36607,118968
36608,118985
36614,118979
36619,118987
36625,118862
36630,118774
36636,118639
36641,118408
36647,118209
36653,117975
36658,117627
36664,117332
36669,116960
36675,116502
36680,115995
36686,115570
36692,115112
36697,114725
36706,114415
36708,114099
36714,113905
36719,113751
36725,113632
36731,113538
36736,113499
36742,113389
36747,113431
36753,113427
36758,113457
36764,113433
36770,113488
36775,113526
36781,113630
36786,113716
36792,113827
36797,113926
36807,114129
36809,114199
36814,114376
36820,114555
36825,114752
36831,114838
36836,115000
36842,115081
36848,115289
36853,115414
36859,115611
36864,115708
36870,115836
36876,115926
36881,116130
36887,116184
36892,116339
36898,116363
36907,116489
36909,116522
36915,116534
36920,116620
36926,116640
36931,116634
36937,116712
36942,116733
36948,116731
36954,116812
36959,116798
36965,116911
36970,116912
36976,116939
36981,117005
36987,117021
36993,117125
36998,117193
37007,117273
37009,117334
37015,117391
37020,117445
37026,117552
37032,117748
37037,117748
37043,117844
37048,117954
37054,118065
37060,118421
37065,118274
37071,118390
37076,118476
37082,118536
37087,118631
37093,118774
37098,118871
37107,118988
37110,119044
37115,119144
37121,119283
37126,119364
37132,119416
37138,119560
37143,119573
37149,119657
37154,119821
37160,119905
37165,119912
37171,119998
37176,120030
37182,120181
37188,120222
37193,120341
37199,120391
37207,120495
37210,120498
37215,120565
37221,120716
37227,120762
37232,120840
37238,120855
37243,120992
37249,121096
37255,121128
37260,121278
37266,121300
37271,121368
37277,121452
37282,121483
37288,121530
37294,121521
37299,121453
37307,121365
37310,121301
37316,121092
37321,120846
37327,120663
37333,120391
37338,120024
37344,119697
37349,119316
37355,118823
37360,118238
37366,117727
37372,117224
37377,116849
37383,116430
37388,116216
37394,115889
37400,115636
37407,115498
37411,115321
37416,115208
37422,115115
37427,115041
37433,115012
37439,115009
37444,114908
37450,114947
37455,114939
37461,114962
37466,115018
37472,115131
37477,115187
37483,115275
37489,115333
37494,115436
37500,115695
37507,115792
37511,115831
37516,116065
37522,116202
37528,116323
37533,116471
37539,116647
37544,116771
37550,116917
37555,117144
37561,117203
37567,117281
37572,117377
37578,117452
37584,117544
37589,117595
37595,117666
37600,117779
37607,117773
37611,117837
37617,117816
37622,117916
37628,118027
37634,118020
37639,118093
37645,118098
37650,118117
37656,118169
37661,118190
37667,118272
37673,118306
37678,118335
37684,118457
37689,118554
37695,118678
37700,118663
37707,118744
37712,118897
37717,118925
37723,119048
37728,119131
37734,119285
37739,119375
37745,119398
37751,119566
37756,119725
37762,119759
37767,119863
37773,120032
37779,120079
37784,120176
37790,120276
37795,120365
37801,120555
37807,120595
37812,120695
37818,120808
37823,120877
37829,120998
37834,121101
37840,121128
37845,121249
37851,121288
37856,121366
37862,121528
37868,121554
37873,121658
37879,121768
37884,121833
37890,121847
37896,122010
37901,122079
37907,122192
37912,122216
37918,122276
37923,122370
37929,122467
37935,122490
37940,122568
37946,122695
37951,122720
37957,122738
37963,122768
37968,122709
37974,122605
37979,122447
37985,122228
37990,122066
37996,121879
38007,121531
38007,121180
38013,120818
38018,120343
38024,119873
38029,119207
38035,118661
38041,118194
38046,117675
38052,117280
38057,116945
38063,116645
38068,116394
38074,116155
38079,116097
38085,115814
38091,115730
38096,115689
38107,115638
38107,115658
38113,115633
38118,115583
38124,115735
38130,115788
38135,115855
38141,115926
38146,116086
38152,116120
38158,116306
38163,116347
38169,116508
38174,116622
38180,116760
38185,116906
38191,117058
38196,117170
38207,117354
38208,117472
38213,117573
38219,117725
38224,117753
38230,117907
38235,118153
38241,118062
38247,118248
38252,118266
38258,118230
38263,118374
38269,118402
38275,118489
38280,118552
38286,118577
38291,118515
38297,118660
38307,118625
38308,118667
38314,118780
38319,118766
38325,118755
38330,118780
38336,118787
38342,118945
38347,118934
38353,118934
38358,119045
38364,119090
38369,119096
38375,119216
38380,119215
38386,119325
38392,119446
38397,119424
38407,119506
38408,119648
38414,119568
38419,119751
38425,119857
38431,119891
38436,119997
38442,120074
38447,120101
38453,120238
38458,120272
38464,120368
38470,120481
38475,120492
38481,120645
38486,120751
38492,120780
38498,120846
38507,120906
38509,121013
38514,121093
38520,121191
38525,121272
38531,121352
38537,121405
38542,121474
38548,121582
38553,121709
38559,121805
38564,121903
38570,121998
38576,122051
38581,122098
38587,122118
38592,122130
38598,122169
38607,122132
38609,121982
38614,121826
38620,121766
38626,121507
38631,121217
38637,120934
38643,120600
38648,120072
38654,119600
38659,119005
38665,118427
38670,117912
38676,117416
38681,117045
38687,116653
38693,116376
38698,116044
38707,115810
38709,115604
38715,115494
38720,115323
38726,115261
38732,115093
38737,115030
38743,115008
38748,115039
38754,114980
38759,115029
38765,114998
38771,115078
38776,115074
38782,115160
38787,115268
38793,115283
38799,115291
38807,115526
38810,115620
38815,115793
38821,115918
38826,116096
38832,116219
38838,116314
38843,116537
38849,116641
38854,116853
38860,116944
38865,117029
38871,117194
38877,117321
38882,117405
38888,117537
38893,117609
38899,117744
38907,117784
38910,117893
38916,118051
38921,118033
38927,118147
38932,118263
38938,118237
38943,118401
38949,118336
38955,118486
38960,118556
38966,118525
38971,118622
38977,118735
38982,118699
38988,118818
38994,118907
38999,118923
39007,119088
39010,119098
39016,119221
39021,119283
39027,119416
39033,119471
39038,119525
39044,119661
39049,119681
39055,119830
39061,119877
39066,119950
39072,120037
39077,120100
39083,120236
39088,120270
39094,120248
39099,120450
39107,120516
39111,120623
39116,120632
39122,120768
39127,120820
39133,120952
39138,120899
39144,121079
39150,121073
39155,121126
39161,121213
39166,121284
39172,121377
39178,121409
39183,121469
39189,121611
39194,121707
39200,121729
39207,121831
39211,121905
39217,121974
39222,122036
39228,122117
39233,122222
39239,122266
39244,122242
39250,122282
39256,122210
39261,122112
39267,122036
39272,121783
39278,121555
39283,121343
39289,120978
39295,120579
39300,120044
39307,119492
39311,118797
39317,118218
39322,117723
39328,117236
39334,116825
39339,116452
39345,116084
39350,115885
39356,115643
39361,115508
39367,115309
39373,115224
39378,115080
39384,115112
39389,115049
39395,115058
39401,115074
39407,115148
39412,115174
39417,115253
39423,115315
39428,115412
39434,115525
39440,115571
39445,115729
39451,115848
39456,115985
39462,116111
39467,116178
39473,116358
39478,116558
39484,116579
39490,116779
39495,116903
39501,117024
39507,117190
39512,117298
39517,117390
39523,117506
39529,117612
39534,117683
39540,117799
39545,117900
39551,117944
39557,117904
39562,118146
39568,118122
39573,118259
39579,118330
39584,118342
39590,118473
39596,118507
39606,118597
39607,118652
39612,118756
39618,118825
39623,118868
39629,118975
39635,119025
39640,119174
39646,119240
39651,119326
39657,119518
39662,119554
39668,119674
39674,119720
39679,119801
39685,119953
39690,119990
39696,120152
39707,120241
39707,120290
39713,120394
39718,120545
39724,120559
39729,120736
39735,120815
39741,120844
39746,120988
39752,121039
39757,121143
39763,121251
39768,121315
39774,121372
39780,121524
39785,121466
39791,121580
39796,121734
39807,121734
39807,121868
39813,121909
39819,122024
39824,122080
39830,122169
39835,122174
39841,122317
39846,122371
39852,122373
39858,122494
39863,122540
39869,122651
39874,122705
39880,122781
39886,122894
39891,122866
39897,122805
39907,123027
39908,123151
39913,123211
39919,123180
39925,123228
39930,123211
39936,123149
39941,123032
39947,122930
39952,122734
39958,122512
39963,122278
39969,121966
39975,121673
39980,121352
39986,120894
39991,120539
39997,119998
40007,119395
40008,119028
40014,118634
40019,118209
40025,118026
40030,117780
40036,117433
40042,117365
40047,117226
40053,117143
40058,117085
40064,116993
40069,117028
40075,117126
40081,117015
40086,117119
40092,117123
40097,117248
40107,117343
40108,117438
40114,117585
40120,117724
40125,117785
40131,117793
40136,118174
40142,118241
40147,118440
40153,118519
40159,118689
40164,118814
40170,118954
40175,119062
40181,119228
40187,119254
40192,119399
40198,119516
40207,119597
40209,119665
40214,119734
40220,119794
40226,119827
40231,119946
40237,119953
40242,120112
40248,120098
40253,120132
40259,120172
40265,120273
40270,120273
40276,120297
40281,120369
40287,120442
40292,120533
40298,120592
40307,120655
40309,120742
40315,120714
40320,120879
40326,120970
40331,121080
40337,121113
40342,121186
40348,121309
40354,121397
40359,121512
40365,121577
40370,121743
40376,121861
40382,121842
40387,122004
40393,122084
40398,122099
40407,122233
40409,122309
40415,122386
40421,122556
40426,122484
40432,122643
40437,122653
40443,122707
40448,122847
40454,122947
40460,122986
40465,123079
40471,123146
40476,123268
40482,123363
40487,123397
40493,123557
40499,123548
40507,123653
40510,123669
40515,123802
40521,123867
40526,123922
40532,124018
40538,124074
40543,124105
40549,124210
40554,124238
40560,124297
40566,124389
40571,124403
40577,124472
40582,124531
40588,124533
40593,124625
40599,124661
40607,124665
40610,124705
40616,124677
40621,124652
40627,124552
40632,124438
40638,124244
40644,124099
40649,123826
40655,123577
40660,123291
40666,122977
40671,122520
40677,122112
40682,121612
40688,121140
40694,120602
40699,120123
40707,119790
40710,119361
40716,119121
40721,118949
40727,118720
40733,118613
40738,118443
40744,118318
40749,118354
40755,118208
40761,118185
40766,118216
40772,118171
40777,118265
40783,118285
40788,118395
40794,118438
40800,118512
40807,118633
40811,118782
40816,118961
40822,119179
40827,119219
40833,119387
40839,119528
40844,119627
40850,119529
40855,119998
40861,120000
40866,120162
40872,120228
40878,120321
40883,120446
40889,120474
40894,120592
40900,120579
40907,120603
40911,120675
40917,120693
40922,120718
40928,120686
40933,120749
40939,120729
40945,120756
40950,120781
40956,120786
40961,120842
40967,120811
40972,120829
40978,120808
40983,120868
40989,120826
40995,120943
41000,120939
41007,120981
41011,121025
41017,121090
41023,121135
41028,121299
41034,121361
41039,121358
41045,121504
41050,121650
41056,121733
41062,121833
41067,121901
41073,122040
41078,122131
41084,122211
41090,122286
41095,122432
41101,122446
41107,122631
41112,122676
41117,122763
41123,122862
41128,122926
41134,123014
41140,123110
41145,123146
41151,123235
41156,123352
41162,123387
41168,123512
41173,123561
41179,123634
41184,123712
41190,123667
41195,123861
41201,124000
41207,123991
41212,124054
41218,124176
41223,124173
41229,124311
41234,124341
41240,124364
41245,124515
41251,124555
41257,124640
41262,124706
41268,124760
41273,124768
41279,124869
41285,124871
41290,124943
41296,124987
41301,125038
41307,125138
41312,125141
41318,125093
41324,125130
41329,125246
41335,124953
41340,124829
41346,124625
41351,124451
41357,124140
41363,123795
41368,123444
41374,123052
41379,122432
41385,121886
41390,121269
41396,120782
41407,120319
41407,119913
41413,119538
41418,119259
41424,118960
41429,118779
41435,118607
41441,118440
41446,118344
41452,118222
41457,118163
41463,118210
41469,118093
41474,118265
41480,118295
41485,118263
41491,118416
41496,118493
41507,118606
41508,118656
41513,118780
41519,118939
41524,119052
41530,119166
41535,119302
41541,119458
41547,119589
41552,119645
41558,119817
41563,120018
41569,120097
41574,120197
41580,120303
